,城市,公司名称,学历要求,工作经验,招聘岗位,薪资待遇,职位描述,薪资下限,薪资上限
33,上海市,上海谦希科技有限公司,本科,5-10年,大数据讲师,14000-23000元/月,"岗位职责：
1、负责大数据实战技术课程的授课；
2、负责参与大数据课程体系的建设和完善；
3、负责部分外部项目的实现和实施；
4、 按照教学大纲高质量完成日常授课任务；
5、 根据销售渠道的招生需要，高质量完成短期实训的授课任务；
6、配合市场需要，高质量完成技术讲座的授课任务；
7、研究最新的大数据技术、人才市场发展趋势，确保教研体系的专业性和时效性；
8、完成相关的教学资料（实训大纲、教学PPT、教学用书、教学案例等）的研发工作。
任职要求：
1、有1-3年大数据架构师工作经验， 在电信、金融、互联网（BAT）等主流行业中具备比较1～2种行业资深背景者优先；
2、熟练掌握数据处理平台整体架构的设计；
3、熟练掌握Java、Hadoop、Hive、HBase、Zookeeper、Spark、Storm等；
4、熟练掌握大数据处理技术的典型应用场景；
5、有跨国企业或知名企业工作经验的优先；
6、从事过Hadoop、Spark开发的优先；
7、有过大数据培训课程授课经验的优先；
8、有3年以上Java研发经验的优先。",14000,23000
34,上海市,上海皎越人工智能科技有限公司,大专,不限,大数据助理,4000-5000元/月,数大数据相关工作，协助部门完成相关工作，,4000,5000
35,上海市,上海喜数信息科技有限公司,本科,5-10年,java架构师（大数据方向）,30000-60000元/月,"岗位职责：
1、负责公司产品平台的研发及架构设计工作；
2、独立承担关键功能模块的设计和开发；
3、负责基础框架开发工作，进行关键模块编码。
任职要求：
1、统招本科及以上学历，计算机相关专业；
2、五年以上大规模分布式系统应用架构设计与研发经验，精通Java体系常用技术和中间件解决方案，有丰富高并发开发经验及全栈开发经验；
3、具备系统调试、性能调优等技能，对疑难技术问题具备较强的排查能力；
4、熟悉YARN/MR/TEZ/SPARK原理；
5、熟练掌握Java、Scala、SQL编程，分布式计算框架Hadoop/Spark，数据挖掘/机器学习技术；
6、具备跨域技术方案沟通与推进能力，能在内部跨域协作中推动与完善各自的技术方案；
7、具备较强的表达和沟通能力，工作认真、严谨、敬业；
8、具有良好的业务理解、沟通和协作能力，对技术有激情，喜欢钻研，能快速接受和掌握新技术。",30000,60000
36,上海市,九分钟传媒科技上海有限公司,本科,1-3年,大数据开发,15000-25000元/月,"1、1年以上hadoop、spark相关生产环境开发工作经验；
2、熟悉hadoop、spark、hive、clickhouse原理等，对hadoop、spark等源码有研究者优先；
3、了解有相关（HDFS、Hive、Hbase、Sqoop、Spark、Flume、Zookeeper、ES、Kafka、Clickhouse）的运维及开发经验者优先；
4、工程能力强，基础扎实，熟悉java、scala、python、shell等其中一种语言；
5、对技术有持续追求，强烈的责任心；
6、优秀的分析问题和解决问题的能力，对解决挑战性问题充满热情。
7、参与大项目工程整体设计流程和实现者优先。",15000,25000
37,上海市,上海华为技术有限公司,本科,1-3年,大数据开发,15000-30000元/月,"1. 能够基于运营业务需求、自主完成业务模型设计以及对应的表设计、索引设计
2. 熟练掌握python的编写，擅长使用数据库索引，包含不限于Mysql等
3. 有大数据离线计算的实战经验，熟练使用HiveSQL，能够基于业务需求的复杂度和数量级自主完成数据离线处理设计和实现
4. 有任务调度系统的实战经验，能够基于业务需求拆分、组合串联子任务（数据离线处理任务），端到端完成数据的处理
5. 擅于沟通者优先",15000,30000
38,上海市,海尔消费金融有限公司,本科,10年以上,大数据总监,45000-70000元/月,"岗位职责：
承接海尔消费金融战略目标，负责公司整体数据架构，对公司业务数据全流程管理提供方案支持。
1、对公司整体业务数据的流转管理负责，根据业务功能和业务模型进行数据库建模设计，完成各种面向业务目标的数据分析模型的定义和应用开发，以及数据提取、数据挖掘、数据治理、数据分析及数据安全；
2、了解公司的业务流程，结合公司现有业务流程熟悉数据流向及系统数据之间的关系；
3、关注行业内数据相关新技术，跟踪公司现有数据情况，对出现的数据相关问题提供方案支持；
4、协调公司各资源，解决数据处理过程中出现的难点问题，保证数据的安全、准确。
任职资格：
1、计算机相关专业本科以上学历，5年以上金融相关数据工作经验，有较强的数据架构规划、数据建模、数据架构能力；
2、大规模数据数据项目的架构和设计经验，完整的数据采集、清洗、预处理、存储、分析挖掘、数据治理及数据可视化过程经验，了解HDFS、Hbase、Spark、Hive、Kafka、ElasticSearch等开源框架；
3、熟悉海尔消金各业务系统数据的业务关联关系；
4、在技术方面有前瞻性视野，学习能力强，具有良好的沟通能力及协调能力，责任心强，具有创新、创业精神。",45000,70000
39,上海市,华为技术有限公司,不限,不限,大数据开发,35000-65000元/月,"1.负责数据库场景下的性能优化组件，如分布式锁、日志、高性能网络等的设计与开发
2.负责openGauss、GaussDB等数据库的性能瓶颈分析与性能优化，打造竞争力",35000,65000
40,上海市,神州通誉软件上海股份有限公司,本科,10年以上,大数据开发组长,24000-27000元/月,"任职要求：	
1、计算机相关专业全日制本科及以上学历，8年及以上数据类(数仓、BI可视化、移动类数据展现等)开发经验，技术问题解决等能力包含:数仓调优SQL Server、数据可视化(PowerBI、Echart、dashboard)、 H5 移动端数据展示及高并发的实时数据处理经验作为加分，有ssis经验。
2、要求有一定研发/架构经验，理解Scrum理念，灵活运用 Scrum、看板两种方法	 
3、良好的逻辑思维、业务解读能力，有独立分析解决问题的能力，责任心强，掌握协作，解决冲突，小组沟通的技巧;
4、具备优秀的项目管理、资源管理能力及领导力，具有PMP/ACP证书或相关项目管理证书及大型敏捷项目实践经验;
5、出色的时间管理，尤其是根据业务目标有效指定任务优先级及执行任务的能力
6、有金融公司实施项目经验者优先考虑
岗位职责:
1、领导和管理项目团队，负责项目的整体需求分析、设计指定及开发;
2、负责项目的分析、设计、开发、测试、交付，确保项目成功:
3、与客户相关沟通
4、负责项目技术方案设计，协调处理项目相关大的技术难点问题，一定的开发工作。
5、进行项目计划、工作统筹、任务分配、指定项目计划，量化任务，并合理分配给相关人员及任务的监控，并对其工作定期检查、评估。",24000,27000
41,上海市,上海布沁网络科技有限公司,本科,5-10年,大数据架构师,25000-50000元/月,"职位详情
1.建立大数据平台服务标准并不断提升平台能力；
2.负责大数据体系全栈技术选型、架构设计，组件调优，根据业务痛点从底层优化提升平台性能、稳定性、可靠性；
3.负责大数据平台设计和研发，应对实时和离线计算、在线数据查询应用等场景方面对工程、效率、质量方面的挑战，打造高性能、高可用、可扩展的系统，支撑多项目多场景的通用接入；
4.负责新技术专项课题研究，驱动研发团队消除技术债；
任职要求
1.全日制本科及以上学历，8年以上数据领域工作经验，有金融行业经验者加分；
2.有较为丰富的数据仓库研发经验，熟悉数据仓库、数据体系和数据价值的建设及优化；
3.熟悉数据中台构建的全过程,做过大数据平台架构建设；
4.熟悉hologress 、Hadoop或MaxCompute，有AWS,Dataphin/Dataworks数据开发经验者优先；
5.精通Hive, Kafka, Spark, Storm， Hbase，Doris， Flink等相关技术并有相关开发经验；其中Flink、Doris、Starrocks需要具备源码经验； 
6.具备快速学习能力、跨团队沟通协作能力.有较强的逻辑思维能力和解决问题",25000,50000
42,上海市,上海能良电子科技有限公司,本科,5-10年,大数据工程师,20000-30000元/月,"职位描述：
1、负责电商、生活服务、直播、抖音等业务的离线与实时数据仓库的构建;
2、负责数据模型的设计，ETL实施，ETL性 能优化，ETL数据监控以及相关技术问题的解决;
3、负责指标体系建设与维护;
4、深入业务，理解并合理抽象业务需求，发挥数据价值，与业务团队紧密合作;
5、参与大数据应用规划，为数据产品、挖掘团队提供应用指导;
6、参与数据治理工作，提升数据易用性及数据质量。

职位要求
1、熟悉数据仓库实施方法论、深入了解数据仓库体系，并支撑过实际业务场景;
2、熟练使用Hadoop及Hive，熟悉SQL、Java、Python等编程语言;
3、善于沟通，对业务敏感，能快速理解业务背景,具备优秀的技术与业务结合能力。",20000,30000
43,上海市,上海比孚信息科技有限公司,不限,5-10年,大数据工程师,17000-25000元/月,"与结果导向的领导和IT团队内的年轻同事共同进步，协助完成整个云上数据库的开发。
熟练运用SQL，对数据库内的数据进行抽取、转换、加载、维护等工作。 
根据项目/前台部门的要求，负责数仓的设计与开发。优化、维护。 
配合参与数据仓库流程优化及解决数仓相关技术问题 
精通python语言 
熟悉Hadoop/HBase生态环境体系的搭建和管理，掌握Hadoop、HBase、MapReduce、HDFS、Hive、Zookeeper、Spark等开源项目的原理和使用方法 
熟悉Azure数据平台相关技术，如databricks，adf 等。 
The Successful Applicant
5年以上数据仓库工作经验 
熟练Azure云下，部署databricks，ADF，进行ETL数据流程设计，数据的收集、清洗、整理、提取和统计。熟悉常用ETL工具。 
良好的沟通协调能力和文字、口头表达能力",17000,25000
